,ἀτρύμων,a,aps---cn3n,ἀτρύμων ἀτρύμων ἀτρύμον,ἀτρύμων,0
21007,γ00886,γλυκυθυμέω,v,----------,,γλυκυθυμέω,0
21008,γ00887,γλυκυθυμία,n,n-s---fn1l,γλυκυθυμίας,γλυκυθυμία,0
21009,γ00888,γλυκύθυμος,a,aps---cn2-,γλυκύθυμος γλυκύθυμος γλυκύθυμον,γλυκύθυμος,0
21010,γ00889,γλυκυκάλαμον,a,----------,,γλυκυκάλαμον,0
21011,γ00890,γλυκυκαρπέω,v,----------,,γλυκυκαρπέω,0
21012,γ00891,γλυκύκαρπος,a,aps---cn2-,γλυκύκαρπος γλυκύκαρπος γλυκύκαρπον,γλυκύκαρπος,0
21014,γ00893,γλυκύλαλος,a,aps---cn2-,γλυκύλαλος γλυκύλαλος γλυκύλαλον,γλυκύλαλος,0
21016,γ00895,γλυκυμαρίδες,n,n-p---fn1l,γλυκυμαριδῶν,γλυκυμαρίδες,0
21018,γ00896,γλυκυμείλιχος,a,aps---cn2-,γλυκυμείλιχος γλυκυμείλιχος γλυκυμείλιχον,γλυκυμείλιχος,0
21019,γ00897,γλυκυμή,n,----------,,γλυκυμή,0
21020,γ00898,γλυκύμηλον,n,n-s---nn2-,γλυκυμήλου,γλυκύμηλον,0
21021,γ00900,γλυκυμυθέω,v,----------,,γλυκυμυθέω,0
21023,γ00902,γλυκύνους,n,----------,,γλυκύνους,0
21024,γ00903,γλυκύπαις,n,----------,,γλυκύπαις,0
21025,γ00904,γλυκυπάρθενος,n,----------,,γλυκυπάρθενος,0
21026,γ00905,γλυκύπικρος,a,aps---cn2-,γλυκύπικρος γλυκύπικρος γλυκύπικρον,γλυκύπικρος,0
21027,γ00906,γλυκυπότης,n,----------,,γλυκυπότης,0
21028,γ00907,γλυκυπράτιον,n,n-s---nn2-,γλυκυπρατίου,γλυκυπράτιον,0
21029,γ00908,γλυκύπυρος,n,n-s---mn2-,γλυκυπύρου,γλυκύπυρος,0
21030,γ00909,γλυκύρριζα,n,n-s---fn--,,γλυκύρριζα,0
21031,γ00910,γλυκύς,a,aps---mn4u,γλυκύς γλυκεῖα γλυκύ,γλυκύς,0
21032,γ00911,γλυκυσίδη,n,n-s---fn1e,γλυκυσίδης,γλυκυσίδη,0
21035,γ00914,γλυκύτης,n,n-s---fn3t,γλυκύτητος,γλυκύτης,0
21036,γ00915,γλυκυφαγία,n,n-s---fn1l,γλυκυφαγίας,γλυκυφαγία,0
21037,γ00916,γλυκύφαιον,n,----------,,γλυκύφαιον,0
21039,γ00918,γλυκύφρουροι,n,n-p---mn2-,γλυκυφρούρων,γλυκύφρουροι,0
21040,γ00919,γλυκύφυλλον,n,n-s---nn2-,γλυκυφύλλου,γλυκύφυλλον,0
21042,γ00921,γλυκυφωγέω,v,----------,,γλυκυφωγέω,0
21043,γ00922,γλυκυφωνία,n,n-s---fn1l,γλυκυφωνίας,γλυκυφωνία,0
21044,γ00923,γλυκύφωνος,a,aps---cn2-,γλυκύφωνος γλυκύφωνος γλυκύφωνον,γλυκύφωνος,0
20998,γ00877,γλυκισμός,n,----------,,γλυκισμός,0
21047,γ00926,γλύκων,n,n-s---mn3n,γλύκωνος,γλύκων,0
21048,,Γλυκώνειος,a,aps---mn1-,Γλυκώνειος Γλυκώνεια Γλυκώνειον,Γλυκώνειος,0
21049,γ00927,γλύμμα,n,n-s---nn3t,γλύμματος,γλύμμα,0
21050,γ00928,γλυμός,n,----------,,γλυμός,0
21051,γ00929,γλύξις,n,n-s---fn3v,γλύξεως,γλύξις,0
21053,γ00931,γλύπτης,n,n-s---mn1e,γλύπτου,γλύπτης,0
21054,γ00932,γλυπτικός,a,aps---mn1-,γλυπτικός γλυπτική γλυπτικόν,γλυπτικός,0
21055,γ00933,γλυπτός,a,aps---mn1-,γλυπτός γλυπτή γλυπτόν,γλυπτός,0
21056,γ00934,γλύφανος,n,n-s---mn2-,γλυφάνου,γλύφανος,0
21057,γ00935,γλυφεῖον,n,n-s---nn2-,γλυφείου,γλυφεῖον,0
21058,γ00936,γλυφεύς,n,n-s---mn3v,γλυφέως,γλυφεύς,0
21059,γ00937,γλυφευτής,n,n-s---mn1e,γλυφευτού,γλυφευτής,0
21060,γ00938,γλυφή,n,n-s---fn1e,γλυφῆς,γλυφή,0
21063,γ00941,γλύφω,v,----------,,γλύφω,0
21064,γ00942,γλώξ,n,----------,,γλώξ,0
21066,γ00943,γλωσσαλγέω,v,----------,,γλωσσαλγέω,0
21067,γ00947,γλωσσαργέω,v,----------,,γλωσσαργέω,0
21068,γ00944,γλωσσαλγία,n,n-s---fn1l,γλωσσαλγίας,γλωσσαλγία,0
21070,γ00946,γλωσσάομαι,v,----------,,γλωσσάομαι,0
21071,γ00948,γλωσσάριον,n,n-s---nn2-,γλωσσαρίου,γλωσσάριον,0
21072,γ00949,γλώσσασπις,n,n-s---mn3d,γλωσσάσπιδος,γλώσσασπις,0
21073,γ00950,γλώσσημα,n,n-s---nn3t,γλωσσήματος,γλώσσημα,0
21075,γ00952,γλωσσίδιον,n,n-s---nn2-,γλωσσιδίου,γλωσσίδιον,0
21076,γ00953,γλωσσίδος,n,n-s---an--,,γλωσσίδος,0
21077,γ00955,γλωσσογάστωρ,n,n-s---cn3r,γλωσσογάστορος,γλωσσογάστωρ,0
21078,γ00956,γλωσσογράφος,n,----------,,γλωσσογράφος,0
21081,γ00959,γλωσσοκηλόκομπος,a,aps---cn2-,γλωσσοκηλόκομπος γλωσσοκηλόκομπος γλωσσοκηλόκομπον,γλωσσοκηλόκομπος,0
21082,γ00960,γλωσσοκομεῖον,n,n-s---nn2-,γλωσσοκομείου,γλωσσοκομεῖον,0
21083,γ00961,γλωσσόκομος,n,n-s---mn2-,γλωσσοκόμου,γλωσσόκομος,0
21084,γ00962,γλωσσοποιί̈α,n,n-s---fn1l,γλωσσοποιί̈ας,γλωσσοποιί̈α,0
21085,γ00963,γλωσσοπωγώνιον,n,n-s---nn2-,γλωσσοπωγωνίου,γλωσσοπωγώνιον,0
21086,γ00964,γλωσσός,a,aps---mn1-,γλωσσός γλωσσή γλωσσόν,γλωσσός,0
21089,γ00967,γλωσσοτομέω,v,----------,,γλωσσοτομέω,0
21090,γ00968,γλωσσοχαριτέω,v,----------,,γλωσσοχαριτέω,0
21091,γ00969,γλωσσώδης,a,aps---cn3s,γλωσσώδης γλωσσώδης γλωσσώ͂δες,γλωσσώδης,0
21092,γ00858,γλῶττα,n,n-s---fn1s,γλῶττης,γλῶττα,0
21093,γ00970,γλωττήν,n,----------,,γλωττήν,0
21094,γ00971,γλωττίζω,v,----------,,γλωττίζω,0
21046,γ00925,γλυκύχυμος,a,aps---cn2-,γλυκύχυμος γλυκύχυμος γλυκύχυμον,γλυκύχυμος,0
21098,γ00975,γλωττοδεψέω,v,----------,,γλωττοδεψέω,0
21100,γ00977,γλωττοποιέω,v,----------,,γλωττοποιέω,0
21102,γ00979,γλωχίν,n,n-s---fn3n,γλωχῖνος,γλωχίν,0
21103,γ00980,γλωχινωτός,a,aps---mn1-,γλωχινωτός γλωχινωτή γλωχινωτόν,γλωχινωτός,0
21104,γ00985,γναθμός,n,----------,,γναθμός,0
21105,γ00984,γναθ,n,----------,,γναθ,0
21106,γ00986,γνάθος,n,n-s---fn2-,γνάθου,γνάθος,0
21107,γ00987,γναθόω,v,----------,,γναθόω,0
21108,γ00988,γνάθων,n,n-s---mn3n,γνάθωνος,γνάθων,0
21110,γ00990,γναμπτήρ,n,n-s---mn3r,γναμπτῆρος,γναμπτήρ,0
21112,γ00992,γνάμπτω,v,----------,,γνάμπτω,0
21113,γ00993,γναμφαί,r,----------,,γναμφαί,0
21114,γ00994,γναπταὶ,a,----------,,γναπταὶ,0
21115,γ00995,γνάπτωρ,n,n-s---mn3r,γνάπτορος,γνάπτωρ,0
21116,γ00999,γνάφαλον,n,----------,,γνάφαλον,0
21117,γ00996,γναφάδιον,n,n-s---nn2-,γναφαδίου,γναφάδιον,0
21118,γ00997,γναφάλλιον,n,n-s---nn2-,γναφαλλίου,γναφάλλιον,0
21119,γ00998,γνάφαλλον,n,n-s---nn2-,γναφάλλου,γνάφαλλον,0
21120,γ01000,γνάφαλος,n,n-s---mn2-,γναφάλου,γνάφαλος,0
21121,γ01001,γνάψις,n,n-s---fn3v,γνάψεως,γνάψις,0
21124,,Γνίφων,n,n-s---mn3n,Γνίφωνος,Γνίφων,0
21125,γ01006,γνοφίας,n,n-s---mn1a,γνοφίου,γνοφίας,0
21126,γ01007,γνόφος,n,----------,,γνόφος,0
21127,γ01008,γνοφόω,v,----------,,γνοφόω,0
21129,γ01012,γνύθος,n,----------,,γνύθος,0
21130,γ01013,γνύξ,r,----------,,γνύξ,0
21131,γ01014,γνύπετος,a,aps---cn2-,γνύπετος γνύπετος γνύπετον,γνύπετος,0
21132,γ01004,γνῶμα,n,n-s---nn3t,γνώματος,γνῶμα,0
21134,γ01016,γνωματευτής,n,n-s---mn1e,γνωματευτού,γνωματευτής,0
21135,γ01017,γνωματεύω,v,----------,,γνωματεύω,0
21136,γ01018,γνωμεισηγητής,n,n-s---mn1e,γνωμεισηγητού,γνωμεισηγητής,0
21137,γ01019,γνώμη,n,n-s---fn1s,γνώμης,γνώμη,0
21138,γ01020,γνωμηδόν,r,----------,,γνωμηδόν,0
21139,γ01021,γνωμηστός,n,----------,,γνωμηστός,0
21140,γ01022,γνωμίδιον,n,n-s---nn2-,γνωμιδίου,γνωμίδιον,0
21142,γ01024,γνωμοδοτέω,v,----------,,γνωμοδοτέω,0
21144,γ01026,γνωμολογητέον,a,----------,,γνωμολογητέον,0
21145,γ01027,γνωμολογία,n,n-s---fn1l,γνωμολογίας,γνωμολογία,0
21147,γ01029,γνωμονεύω,v,----------,,γνωμονεύω,0
21148,γ01030,γνωμονικός,a,aps---mn1-,γνωμονικός γνωμονική γνωμονικόν,γνωμονικός,0
21149,γ01031,γνωμόνιον,n,n-s---nn2-,γνωμονίου,γνωμόνιον,0
21150,γ01032,γνωμοσύνη,n,n-s---fn1e,γνωμοσύνης,γνωμοσύνη,0
21097,γ00974,γλωττισμός,n,----------,,γλωττισμός,0
21154,γ01036,γνωμοτύπος,a,----------,,γνωμοτύπος,0
21155,γ01037,γνωμοφλυακέω,v,----------,,γνωμοφλυακέω,0
21156,γ01038,γνώμων,n,n-s---mn3n,γνώμονος,γνώμων,0
21157,γ01039,γνωρίζω,v,----------,,γνωρίζω,0
21159,γ01041,γνωριμότης,n,n-s---fn3t,γνωριμότητος,γνωριμότης,0
21160,γ01042,γνώρισις,n,n-s---fn3v,γνωρισέως,γνώρισις,0
21161,γ01043,γνώρισμα,n,----------,,γνώρισμα,0
21162,γ01044,γνωρισμός,n,----------,,γνωρισμός,0
21163,γ01045,γνωριστέον,v,----------,,γνωριστέον,0
21164,γ01046,γνωριστής,n,n-s---mn1e,γνωριστού,γνωριστής,0
21166,γ01048,γνωσιγραφία,n,n-s---fn1l,γνωσιγραφίας,γνωσιγραφία,0
21167,γ01049,γνωσιδίκα,n,n-s---fn1l,γνωσιδίκας,γνωσιδίκα,0
21168,γ01050,γνωσιμαχέω,v,----------,,γνωσιμαχέω,0
21170,γ01010,γνῶσις,n,n-s---fn3v,γνώσεως,γνῶσις,0
21171,γ01011,γνῶσμα,n,n-s---nn3t,γνώσματος,γνῶσμα,0
21172,γ01052,γνωστεία,n,n-s---fn1l,γνωστείας,γνωστεία,0
21173,γ01053,γνωστέον,v,----------,,γνωστέον,0
21174,γ01054,γνωστεύω,v,----------,,γνωστεύω,0
21175,γ01055,γνωστήρ,n,n-s---mn3r,γνωστῆρος,γνωστήρ,0
21176,γ01056,γνώστης,n,n-s---mn1e,γνώστου,γνώστης,0
21178,γ01058,γνωστοποιός,a,aps---cn2-,γνωστοποιός γνωστοποιός γνωστοποιόν,γνωστοποιός,0
21179,γ01059,γνωστός,a,aps---mn1-,γνωστός γνωστή γνωστόν,γνωστός,0
21180,γ01060,γνωτέρα,n,----------,,γνωτέρα,0
21181,γ01061,γνωτός,a,----------,,γνωτός,0
21182,γ01062,γνωτός,a,----------,,γνωτός,0
21183,γ01063,γνωτοφόνος,a,aps---cn2-,γνωτοφόνος γνωτοφόνος γνωτοφόνον,γνωτοφόνος,0
21184,γ01065,γοάω,v,----------,,γοάω,0
21185,γ01066,γογγρίον,n,n-s---nn2-,γογγρίου,γογγρίον,0
21188,γ01069,γόγγρος,n,n-s---mn2-,γόγγρου,γόγγρος,0
21189,γ01070,γογγρύζω,v,----------,,γογγρύζω,0
21191,γ01072,γογγρώνη,n,n-s---fn1e,γογγρώνης,γογγρώνη,0
21192,γ01073,γογγύζω,v,----------,,γογγύζω,0
21193,γ01074,γογγυλάτης,n,n-s---mn1e,γογγυλάτου,γογγυλάτης,0
21194,γ01075,γογγύλη,n,n-s---fn1e,γογγύλης,γογγύλη,0
21195,γ01076,γογγυλίδιον,n,n-s---nn2-,γογγυλιδίου,γογγυλίδιον,0
21196,γ01077,γογγυλίζω,v,----------,,γογγυλίζω,0
21197,γ01078,γογγυλίς,n,n-s---fn3d,γογγυλίδος,γογγυλίς,0
21198,γ01079,γογγύλλω,v,----------,,γογγύλλω,0
21201,γ01084,γογγυλοσπάραγον,n,n-s---nn2-,γογγυλοσπαράγου,γογγυλοσπάραγον,0
21202,γ01082,γογγύλος,n,n-s---mn2-,γογγύλου,γογγύλος,0
21152,γ01034,γνωμοτυπία,n,n-s---fn1l,γνωμοτυπίας,γνωμοτυπία,0
21207,γ01088,γογγυσμός,n,----------,,γογγυσμός,0
21208,γ01089,γόγγυσος,n,n-s---mn2-,γογγύσου,γόγγυσος,0
21209,γ01090,γογγυστής,n,n-s---mn1e,γογγυστού,γογγυστής,0
21211,γ01094,γοεδνός,a,aps---mn1-,γοεδνός γοεδνή γοεδνόν,γοεδνός,0
21212,γ01095,γοερός,a,aps---mn1-,γοερός γοερά γοερόν,γοερός,0
21213,ε02797,εροστ,a,----------,,εροστ,0
21214,γ01096,γοήμεναι,n,----------,,γοήμεναι,0
21215,γ01097,γοήμων,a,aps---cn3n,γοήμων γοήμων γοήμον,γοήμων,0
21216,γ01098,γοηρός,a,aps---mn1-,γοηρός γοηρά γοηρόν,γοηρός,0
21217,γ01099,γόης,n,n-s---mn3d,γόητος,γόης,0
21218,γ01100,γοητεία,n,n-s---fn1l,γοητείας,γοητεία,0
21219,γ01101,γοήτευμα,n,n-s---nn3t,γοητεύματος,γοήτευμα,0
21222,γ01104,γοητεύτρια,n,n-s---fn1s,γοητεύτριας,γοητεύτρια,0
21223,γ01105,γοητεύω,v,----------,,γοητεύω,0
21224,γ01106,γοητής,n,n-s---mn1e,γοητού,γοητής,0
21225,γ01107,γοητικός,a,aps---mn1-,γοητικός γοητική γοητικόν,γοητικός,0
21226,γ01064,γοῖ,a,----------,,γοῖ,0
21227,γ01092,γοῖδα,n,----------,,γοῖδα,0
21228,γ01093,γοδοῦλος,n,----------,,γοδοῦλος,0
21229,γ01108,γολονά,v,----------,,γολονά,0
21230,γ01109,γομάριον,n,n-s---nn2-,γομαρίου,γομάριον,0
21231,γ01110,γόμος,n,n-s---mn2-,γόμου,γόμος,0
21233,γ01112,γομόω,v,----------,,γομόω,0
21234,γ01113,γομφαλγία,n,n-s---fn1l,γομφαλγίας,γομφαλγία,0
21235,γ01114,γομφάριον,n,n-s---nn2-,γομφαρίου,γομφάριον,0
21236,γ01115,γομφιάζω,v,----------,,γομφιάζω,0
21238,γ01117,γομφιασμός,n,----------,,γομφιασμός,0
21240,γ01119,γομφίος,n,n-s---mn2-,γομφίου,γομφίος,0
21241,γ01120,γομφίτης,n,----------,,γομφίτης,0
21242,γ01121,γομφόδετος,a,aps---cn2-,γομφόδετος γομφόδετος γομφόδετον,γομφόδετος,0
21244,γ01123,γόμφος,n,n-s---mn2-,γόμφου,γόμφος,0
21245,γ01124,γομφόω,v,----------,,γομφόω,0
21246,γ01125,γόμφωμα,n,n-s---nn3t,γομφώματος,γόμφωμα,0
21247,γ01126,γόμφωσις,n,n-s---fn3v,γομφωσέως,γόμφωσις,0
21248,γ01127,γομφωτήρ,n,n-s---mn3r,γομφωτῆρος,γομφωτήρ,0
21249,γ01128,γομφωτήριον,n,n-s---nn2-,γομφωτηρίου,γομφωτήριον,0
21251,γ01130,γομφωτός,a,aps---mn1-,γομφωτός γομφωτή γομφωτόν,γομφωτός,0
21252,γ01131,γόμωσις,n,n-s---fn3v,γομωσέως,γόμωσις,0
21253,γ01134,γονατίζω,v,----------,,γονατίζω,0
21254,γ01135,γονάτιον,n,n-s---nn2-,γονατίου,γονάτιον,0
21255,γ01136,γονατόδεσμος,n,n-s---mn2-,γονατοδέσμου,γονατόδεσμος,0
21256,γ01137,γονατόομαι,v,----------,,γονατόομαι,0
21204,γ01085,γογγυλώδης,a,aps---cn3s,γογγυλώδης γογγυλώδης γογγυλώ͂δες,γογγυλώδης,0
21259,γ01140,γονεά,n,----------,,γονεά,0
21260,γ01141,γονεία,n,n-s---fn1l,γονείας,γονεία,0
21261,γ01142,γονεύς,n,n-s---mn3v,γονέως,γονεύς,0
21262,γ01143,γονεύω,v,----------,,γονεύω,0
21263,γ01144,γονή,n,n-s---fn1e,γονῆς,γονή,0
21264,γ01145,γόνημα,n,n-s---nn3t,γονήματος,γόνημα,0
21265,γ01146,γόνθος,n,----------,,γόνθος,0
